passage	time	value
1	0.046	2
1	0.562721	1
1	0.784543	1
1	1.256929	1
1	1.352925	1
1	1.616327	1
1	2.310749	1
1	2.799918	1
1	2.938712	1
1	3.30449	1
1	3.484082	1
1	3.654596	3
1	4.106667	1
1	4.274286	1
1	4.398799	3
1	4.785961	1
1	4.908844	1
1	5.034329	1
1	5.435647	2
1	5.890613	1
1	6.051306	19
1	7.147755	2
1	7.380186	1
1	7.4995	3
1	7.957925	2
		1
1	8.261225	1
1	8.560545	1
1	8.776055	1
1	8.88381	2
1	9.231021	1
1	9.31483	2
1	9.709932	1
1	9.961361	4
1	10.811429	1
1	10.926947	2
1	11.014966	1
1	11.29034	1
1	11.422041	1
1	11.928449	1
1	12.033452	2
1	12.882923	1
1	13.013482	6
1	13.777672	1
1	13.943927	2
1	14.110704	1
1	14.226852	1
1	14.407012	2
1	14.726531	1
1	14.822313	1
1	15.034115	9
1	15.430794	2
1	15.847213	2
1	16.232225	1
1	16.567652	1
1	17.109154	1
1	17.266659	9
1	19.526536	1
1	19.721958	2
1	19.926131	1
1	20.17415	5
1	20.928436	1
1	21.024218	1
1	21.269652	1
1	21.50313	2
1	22.165075	1
1	22.413062	1
1	22.641249	
1	22.736327	2
1	22.927891	3
1	23.382857	1
1	23.51412	1
1	23.598368	1
1	23.897687	2
1	24.161089	1
1	24.364626	2
1	24.483259	1
1	24.735783	1
1	25.059048	1
1	25.541189	1
1	25.680794	2
1	26.878912	1
1	27.142313	1
1	27.314162	2
1	27.776871	1
1	27.884626	1
1	28.255783	1
1	28.376346	6
1	28.818504	
1	29.297415	1
1	29.477007	1
1	29.608708	1
1	29.872109	1
1	29.95905	2
1	30.36463	1
1	30.458776	1
1	30.840804	3
1	31.021497	1
1	31.177122	1
1	31.512381	1
1	31.586956	8
1	32.833264	2
1	33.035638	2
1	34.074558	1
1	34.190765	1
1	34.565443	2
1	34.972517	1
1	35.140136	1
1	35.511293	4
1	35.945261	1
1	36.157823	2
1	36.564898	14
1	36.768436	
1	38.468572	2
1	38.632328	1
1	38.80381	2
1	39.174966	1
1	39.468477	1
1	40.04898	3
1	40.773225	1
1	40.934966	5
1	41.820953	1
1	42.042964	1
1	42.204082	2
1	42.611157	1
1	42.802721	2
1	42.900757	1
1	43.133433	1
1	43.473198	2
1	43.784524	1
1	43.954431	1
1	44.059864	1
1	44.155647	2
1	44.466939	1
1	44.632655	1
1	44.802177	1
1	44.909932	2
1	45.258174	1
1	45.496599	1
1	45.689575	3
1	46.805793	1
1	46.935658	2
1	47.651701	1
1	47.771429	2
1	48.307503	2
1	48.372361	1
1	48.573606	1
		1
1	48.718395	2
1	50.06082	2
1	50.180945	2
1	50.361373	1
1	50.602707	2
1	50.724997	1
1	51.051973	2
1	51.722449	2
1	51.818232	1
1	52.213334	1
1	52.333062	15
1	52.553259	1
1	52.92836	2
1	53.150214	1
1	53.386667	1
1	53.557126	1
1	53.793742	1
1	54.12898	1
1	54.368436	22
1	54.691701	1
1	54.823402	1
1	55.050885	1
1	55.146667	3
1	55.626219	2
1	55.734441	3
1	55.885951	1
1	56.195464	1
1	56.439728	4
2	0.479839572	1
2	0.592424402	2
2	0.810806402	1
2	0.912952402	2
2	1.415810402	2
2	1.918667402	1
2	2.385605402	1
2	2.557777402	2
2	3.211728402	1
2	3.431803402	1
2	3.595218402	1
2	3.790771402	
2	4.384907402	5
2	5.637331402	1
2	5.747717402	1
2	6.073224402	1
2	6.286257402	5
2	6.887374402	1
2	6.992943402	2
2	7.150775402	1
2	7.541223402	6
2	8.467782402	2
2	8.946694402	1
2	9.365741402	1
2	9.557306402	1
2	9.696188402	3
2	10.1080544	1
2	10.3256874	2
2	10.4425664	1
2	10.8503674	1
2	11.3053334	1
2	11.3771704	2
2	12.1913204	1
2	12.3150514	2
2	12.4278374	1
2	12.5354954	1
2	12.9096874	2
2	13.3209554	1
2	13.7505944	1
2	13.8315924	2
2	14.2027484	1
2	14.3713834	1
2	14.7563734	1
2	14.8570194	
2	15.2922724	2
2	15.8430204	1
2	16.1249724	1
2	16.1782584	2
2	16.5853334	1
2	16.7050614	1
2	16.9804354	1
2	17.1816424	1
2	17.3169194	19
2	18.0100954	1
2	18.2734974	1
2	18.6566264	1
2	18.8172454	5
2	20.0813884	2
2	20.2968984	1
2	20.5483274	1
2	20.9434294	1
2	21.0392114	3
2	21.4103674	1
2	21.8665724	8
2	22.4041094	1
2	22.5977474	
2	23.5894154	1
2	23.8647894	2
2	24.2479184	1
2	24.3796194	2
2	24.6888614	1
2	24.7866944	1
2	24.9782584	2
2	25.1339054	1
2	25.4691434	2
2	25.6916714	1
2	25.7988114	1
2	26.1875104	
2	26.5227484	2
2	26.8220684	1
2	27.1009914	1
2	27.2092134	13
2	28.6539054	1
2	28.8555384	1
2	29.2764904	3
2	29.8392114	2
2	30.1744494	1
2	30.3537254	2
2	30.7611164	1
2	31.1847124	3
2	31.7069664	1
2	31.9823404	2
2	32.3775904	1
2	33.1915924	2
2	33.4658944	1
2	33.5866944	1
2	33.6705034	3
2	34.0775784	2
2	34.2451974	1
2	34.4726804	1
2	34.5684634	1
2	34.7251894	2
2	34.9359684	11
2	36.4990384	1
2	36.5866974	
2	36.9630204	2
2	37.1545854	1
2	37.3092894	1
2	37.6848174	2
2	37.8729524	1
2	38.0506054	1
2	38.1270404	3
2	38.5314564	1
2	38.7110484	1
2	39.0103674	4
2	39.6090074	1
2	39.7885994	1
2	40.0041094	1
2	40.2555374	2
2	40.8422044	2
2	41.4528164	1
2	41.7985404	1
2	42.7219324	1
2	42.8468034	2
2	43.2607074	1
2	43.4437824	1
2	43.6191014	1
2	43.6677824	2
2	44.2065584	1
2	44.2903674	1
2	44.5548144	1
2	44.8416004	1
2	45.3433954	2
2	45.8588034	1
2	46.1940414	2
2	46.4215244	1
2	46.6729524	2
2	47.1039734	1
2	47.4631564	2
		2
		1
		1
		1
2	47.6700554	1
2	47.7624764	1
2	48.1934974	2
2	48.5287354	25
2	50.2168984	1
2	50.5641094	1
2	50.6958104	2
2	50.9951294	1
2	51.1747214	1
2	51.5339054	4
2	52.1325444	1
2	52.1874444	2
2	52.4438374	1
2	52.6592904	1
2	52.9445924	2
2	54.0841094	1
2	54.2320244	2
2	54.3954014	1
2	54.5989394	2
2	55.1504224	1
2	55.3053334	4
2	55.6284084	1
2	55.7602994	2
2	55.9398914	1
2	56.1793474	2
2	56.8617964	1
2	56.9934974	1
2	57.2449254	1
2	57.6156304	5
2	57.8794834	1
2	58.0111844	1
2	58.1660754	1
2	58.5156304	2
2	58.6816604	1
2	58.8612524	1
2	59.1485994	1
2	59.2511584	1
2	59.6873744	21
3	0.478723402	2
3	0.986269787	2
3	1.201780787	1
3	1.501099787	1
3	1.604642787	1
3	1.836337787	3
3	2.183548787	1
3	2.315249787	1
3	2.602596787	2
3	2.842052787	2
3	2.961780787	2
3	3.143827787	1
3	3.332936787	1
3	3.716065787	12
3	4.506269787	1
3	4.611587787	2
3	4.721780787	1
3	4.889399787	1
3	5.057018787	1
3	5.308446787	1
3	5.446654787	1
3	5.695563787	8
3	7.200147787	1
3	7.403684787	2
3	7.667086787	1
3	7.913297787	1
3	8.026269787	1
3	8.110079787	2
3	8.487551787	1
3	8.565045787	1
3	8.667198787	6
3	9.522868787	1
3	9.679748787	1
3	10.07361679	1
3	10.20531779	2
3	10.33701879	1
3	10.46871879	1
3	10.80395679	1
3	10.97157679	1
3	11.55766779	1
3	11.76178079	12
3	14.07252879	1
3	14.32043479	1
3	14.47960379	2
3	14.75497779	2
3	15.00640579	1
3	15.24713779	1
3	15.78066979	1
3	15.90436579	2
3	16.37130379	1
3	16.54214579	
3	16.72362579	1
3	16.91007979	7
3	18.27497779	2
3	18.45456979	1
3	18.69402479	2
3	18.96623079	
3	19.05320879	2
3	19.47225679	1
3	19.63987579	2
3	19.80749479	1
3	19.89130379	1
3	19.98708679	5
3	20.45402479	1
3	20.52586179	2
3	20.72939979	1
3	21.66327679	2
3	21.80789779	1
3	22.00702479	1
3	22.57196479	1
3	23.11249479	8
3	24.33320879	1
3	24.46490979	1
3	24.54871879	1
3	24.69239279	1
3	25.04467379	2
3	25.78191679	2
3	25.90463179	1
3	26.10518179	2
3	27.24259679	2
3	27.42218879	1
3	27.57783479	1
3	27.76956379	1
3	27.93701879	1
3	28.03280079	1
3	28.35606579	1
3	28.45184879	13
3	28.70327679	1
3	28.87089579	2
3	29.17021579	1
3	29.24205279	1
3	29.61320879	1
		7
3	30.41538579	2
3	30.57975079	
3	30.75062379	1
3	31.20558979	1
3	31.28939979	1
3	31.48191579	2
3	31.60636979	1
3	31.94790279	2
3	32.11244379	1
3	32.21130379	1
3	32.30183079	5
3	32.80994379	1
3	32.89375279	2
3	33.09729079	1
3	33.31280079	1
3	33.74353779	14
3	35.74327679	2
3	36.53985379	1
3	36.69745379	1
3	37.12014779	1
3	37.25262979	3
3	37.91008579	1
3	38.25314779	1
3	38.52478379	1
3	38.58082779	5
3	38.85445579	1
3	39.05973979	5
3	39.34469879	2
3	39.40695079	1
3	39.61048779	1
3	39.88586179	2
3	40.47252879	1
3	40.55633779	1
3	41.02327679	
3	41.27470579	4
3	42.67552179	1
3	43.00499679	2
3	43.52558979	2
3	43.66323679	1
3	43.76783279	2
3	43.95661079	1
3	44.25592979	2
3	44.37565779	1
3	44.51420779	3
3	45.42502979	2
3	45.72658979	2
3	45.81239279	1
3	46.00234879	2
3	46.11171279	1
3	46.32722279	2
3	46.81303279	1
3	47.10374579	13
3	47.24876179	1
3	47.52689079	1
3	47.68014779	2
3	47.82382079	1
3	48.07625279	1
3	48.25484179	1
3	48.36628679	2
3	48.66191679	1
3	48.74572579	1
3	48.86911379	2
3	50.01484179	2
3	50.24312279	1
3	50.42191679	1
3	50.68426379	1
3	51.08674579	14
3	52.75661079	2
3	53.76232479	2
3	54.89973979	2
3	55.98926379	1
3	56.08979379	1
3	56.15689079	2
3	56.43225679	2
3	57.00927379	1
3	57.28232479	1
3	57.45149679	1
3	57.59651379	2
3	58.81484179	2
3	58.99095979	1
3	59.42545379	1
3	59.71888679	2
3	59.94028379	2
3	60.45575679	2
3	60.56654879	1
3	60.64667879	1
3	61.05375279	1
3	61.26926379	1
3	61.59139379	2
3	62.07143979	2
3	62.26300479	1
3	62.53837879	17
		2
4	0.398385787	1
4	0.689427631	1
4	0.840937631	1
4	1.126349631	1
4	1.542891631	1
4	1.772879631	1
4	1.844716631	2
4	2.251791631	1
4	2.347573631	1
4	2.485197631	9
4	3.125805631	1
4	3.353288631	2
4	3.473015631	5
4	3.808254631	2
4	3.990834631	1
4	4.155464631	1
4	4.632185631	1
4	5.077369631	1
4	5.460498631	2
4	5.903492631	7
4	6.262675631	2
4	6.346485631	1
4	7.172607631	2
4	7.253283631	2
4	7.388559631	3
4	7.699410631	2
4	8.094512631	1
4	8.250158631	1
4	8.465668631	1
4	8.860771631	2
4	9.219954631	1
4	9.339682631	1
4	9.567165631	4
4	9.794648631	1
4	9.926349631	1
4	10.08199563	3
4	10.51044763	1
4	10.60879863	1
4	10.72852663	
4	11.11381763	6
4	11.74621363	1
4	11.95457563	1
4	12.06387963	2
4	12.28498863	1
4	12.44063463	1
4	12.64462563	1
4	12.75192763	1
4	13.24281163	2
4	13.47324963	2
4	14.23655363	1
4	14.41614563	1
4	14.85699863	2
4	15.11056663	1
4	15.19437663	2
4	15.75709763	1
4	15.93668963	2
4	16.09233563	1
4	16.27192763	1
4	16.43954663	2
4	16.58322063	1
4	16.77246763	1
4	17.08607763	1
4	17.28976663	16
4	18.00798163	2
4	18.31422063	2
4	18.42702963	1
4	18.61859463	1
4	18.79818563	2
4	19.31301563	1
4	19.38505963	1
4	19.67375863	2
4	19.78522663	12
4	20.63002263	2
4	21.12090763	2
4	21.36644463	1
4	21.43219963	1
4	21.71954663	1
4	21.81532863	1
4	22.11464863	5
4	23.18022663	1
4	23.34784563	2
4	23.51076263	2
4	23.65036763	1
4	24.00634963	2
4	24.17712863	2
4	24.82182563	1
4	24.94022663	2
4	25.57799163	2
4	25.70940763	1
4	25.77832263	1
4	26.11436663	1
4	27.16716563	9
4	27.59113663	1
4	28.00526063	1
		1
		1
4	28.35477763	2
4	28.68770963	2
4	28.84335663	2
4	29.40607763	1
4	30.17233563	1
4	30.31600963	1
4	30.89070263	4
4	31.93233563	1
		2
4	32.08798163	1
4	32.31546463	2
4	32.43519263	1
4	32.55492063	1
4	32.89015863	1
4	33.27328863	2
4	33.70494363	1
4	33.81316563	17
4	35.16498863	2
4	35.61995463	2
4	35.85941063	1
4	36.26648563	3
4	37.59546463	2
4	37.73208963	1
4	38.12817963	1
4	38.24181263	2
4	38.40054563	1
4	38.79274363	1
4	39.11600963	1
4	39.35546463	1
4	39.88226763	1
4	40.07216363	3
4	41.04362863	1
4	41.40281163	2
4	41.69015863	2
4	41.80957263	1
4	41.92961463	1
4	42.24090763	1
4	42.33668963	1
4	42.57203263	1
4	42.72981063	1
4	43.04308363	1
4	43.15083963	2
4	43.66566863	2
4	43.83328863	1
4	44.10866263	1
4	44.25233563	1
4	44.41995463	1
4	44.81505663	3
4	46.10811763	1
4	46.25192363	23
4	47.24553263	2
4	47.56879863	1
4	48.95285963	2
4	49.10869863	1
4	49.35274363	1
4	49.69995463	1
4	49.96335663	2
4	50.09505663	1
4	50.44226763	1
4	50.56199563	2
4	50.76290263	6
4	51.24444463	1
4	51.45995463	2
4	51.92689363	1
4	52.06513863	2
4	52.20226763	1
4	52.37652063	1
4	52.48961463	2
4	52.87317663	1
4	52.97145863	1
4	53.21995463	1
4	53.33968263	1
4	53.61505663	5
4	55.17151963	1
4	55.23582963	2
